FIPS,COUNTY,POPULATION,MURDER,RAPE,ROBBERY,ASSAULT,ARSON,BURGLARY,THEFT
53063,SPOKANE,401091,26,200,569,1259,118,4947,18161
53063,SPOKANE,406390,20,145,449,1186,62,5198,17639
53063,SPOKANE,409777,22,182,529,1287,110,5928,16708
53063,SPOKANE,406955,17,152,631,1453,124,6156,17987
53063,SPOKANE,410500,15,127,509,1248,111,5532,15749
53063,SPOKANE,410981,12,119,475,1141,146,4676,16719
53063,SPOKANE,418385,10,134,571,1204,107,4926,17057
53063,SPOKANE,412538,20,146,481,1117,131,4336,15775
53063,SPOKANE,423872,16,141,459,1026,144,4677,16850
53063,SPOKANE,431869,16,147,380,1119,100,5323,19020
53063,SPOKANE,436300,16,134,362,1265,144,3952,12660
53063,SPOKANE,443800,17,130,468,1185,116,3547,11590
53063,SPOKANE,451200,14,119,496,1352,127,3343,11082
53063,SPOKANE,459000,19,136,559,1203,101,3654,11707
53063,SPOKANE,465000,10,116,538,1107,101,4064,13730
53063,SPOKANE,470300,12,147,526,950,59,5022,15960
53063,SPOKANE,472650,7,128,582,927,106,5254,16771
53063,SPOKANE,449100,17,131,639,921,100,5962,18489
53063,SPOKANE,452805,16,154,640,953,80,5813,19665
53063,SPOKANE,456545,14,190,537,884,95,5336,18640
53063,SPOKANE,459510,17,208,446,884,88,4459,17016
53063,SPOKANE,463987,9,166,301,704,88,2997,12719
53065,STEVENS,34242,2,10,4,44,8,286,729
53065,STEVENS,35140,3,13,5,29,4,310,908
53065,STEVENS,36340,0,0,3,12,3,71,457
53065,STEVENS,37135,2,8,7,29,3,329,939
53065,STEVENS,37335,1,9,9,68,1,296,869
53065,STEVENS,37740,1,4,2,20,1,289,722
53065,STEVENS,37922,7,5,1,19,3,234,761
53065,STEVENS,40015,1,8,1,11,1,237,639
53065,STEVENS,40115,2,3,4,13,1,224,671
53065,STEVENS,40600,6,14,4,62,2,346,731
53065,STEVENS,40425,1,24,3,12,5,317,768
53065,STEVENS,40925,1,17,9,29,2,404,789
53065,STEVENS,41830,1,15,8,33,1,395,577
53065,STEVENS,42725,1,12,4,27,2,305,675
53065,STEVENS,43425,1,18,7,20,3,304,651
53065,STEVENS,43720,1,20,6,33,2,287,604
53065,STEVENS,44010,0,20,8,27,1,405,633
53065,STEVENS,43320,2,7,5,23,0,262,534
53067,THURSTON,184005,2,117,67,284,63,1606,6120
53067,THURSTON,189200,4,104,93,361,33,1862,5638
53067,THURSTON,193100,8,103,102,281,60,1942,5679
53067,THURSTON,197600,1,99,85,265,60,1742,5092
53067,THURSTON,199700,5,88,124,274,47,1880,5473
53067,THURSTON,202700,4,110,93,357,48,1701,4958
53067,THURSTON,204300,2,117,106,332,68,1922,5481
53067,THURSTON,210200,6,94,100,375,65,1823,5897
53067,THURSTON,212300,2,127,111,386,55,1770,5884
53067,THURSTON,214800,4,108,91,375,52,1658,5191
53067,THURSTON,218500,8,87,89,408,51,1790,5838
53067,THURSTON,224100,2,65,101,428,46,1793,5983
53067,THURSTON,231100,4,75,112,405,36,1686,5426
53067,THURSTON,238000,7,68,88,340,42,1530,5082
53067,THURSTON,245300,4,86,112,428,36,1722,6119
53067,THURSTON,249800,5,99,110,402,47,1634,5276
53067,THURSTON,252400,4,86,86,455,41,2052,5649
53067,THURSTON,254100,4,66,83,402,31,1858,4763
53067,THURSTON,116102,9,59,60,146,5,883,3293
53069,WAHKIAKUM,3085,0,4,0,4,2,12,19
53069,WAHKIAKUM,3180,0,12,0,11,0,19,87
53069,WAHKIAKUM,3800,1,7,1,5,0,30,76
53069,WAHKIAKUM,3900,1,2,0,4,0,24,58
53069,WAHKIAKUM,3900,0,2,0,0,0,22,58
53069,WAHKIAKUM,3900,0,1,0,2,0,30,39
53069,WAHKIAKUM,3900,0,0,0,1,0,21,48
53069,WAHKIAKUM,3800,0,2,0,1,1,7,40
53069,WAHKIAKUM,3800,1,0,0,3,1,1,36
53069,WAHKIAKUM,3800,0,0,0,3,0,32,41
53069,WAHKIAKUM,3800,0,3,0,5,0,25,44
53069,WAHKIAKUM,3900,0,1,0,7,0,16,20
53069,WAHKIAKUM,3900,0,1,0,7,0,16,17
53069,WAHKIAKUM,4000,0,2,0,7,0,19,21
53069,WAHKIAKUM,4100,0,0,1,5,0,19,28
53069,WAHKIAKUM,4100,0,1,0,7,2,7,7
53069,WAHKIAKUM,4150,0,1,0,1,0,10,18
53069,WAHKIAKUM,4000,0,0,0,6,1,3,9
53071,WALLA WALLA,52600,4,49,26,348,29,566,2590
53071,WALLA WALLA,52700,0,38,35,278,30,634,2701
53071,WALLA WALLA,53400,2,43,26,272,32,617,2372
53071,WALLA WALLA,54000,3,47,41,253,12,629,2652
53071,WALLA WALLA,54600,0,49,27,263,22,589,2147
53071,WALLA WALLA,54600,0,25,28,125,7,510,1846
53071,WALLA WALLA,54200,0,51,26,142,6,422,1691
53071,WALLA WALLA,55200,2,50,22,118,2,448,1811
53071,WALLA WALLA,55400,0,57,22,96,4,396,1662
53071,WALLA WALLA,55800,0,39,23,95,30,450,1772
53071,WALLA WALLA,56700,0,44,21,101,21,351,1520
53071,WALLA WALLA,57500,0,57,14,103,12,337,1484
53071,WALLA WALLA,57900,1,45,14,104,7,323,1534
53071,WALLA WALLA,58300,0,39,13,85,21,413,1671
53071,WALLA WALLA,58600,1,36,13,98,11,375,1465
53071,WALLA WALLA,59200,0,45,17,74,11,508,1500
53071,WALLA WALLA,59600,1,31,26,94,6,375,1369
53071,WALLA WALLA,58800,3,33,23,109,15,362,1509
53073,WHATCOM,141592,6,99,60,253,51,1498,5712
53073,WHATCOM,147360,5,114,74,300,60,1454,6166
53073,WHATCOM,151832,4,72,92,296,58,1682,6196
53073,WHATCOM,156200,5,101,85,269,41,1685,6148
53073,WHATCOM,157500,4,98,91,272,62,1771,6015
53073,WHATCOM,161300,1,119,99,234,48,1584,5643
53073,WHATCOM,163500,5,81,73,213,28,1525,5395
53073,WHATCOM,170600,1,87,77,220,32,1461,6420
53073,WHATCOM,172200,4,98,89,220,47,1672,6293
53073,WHATCOM,174500,3,108,83,225,60,1951,6238
53073,WHATCOM,177300,4,90,96,247,51,1785,6985
53073,WHATCOM,180800,5,72,82,260,56,1754,7174
53073,WHATCOM,184300,1,76,98,257,41,1818,6504
53073,WHATCOM,188300,2,87,81,269,55,1498,6232
53073,WHATCOM,191000,2,71,87,285,44,1458,5361
53073,WHATCOM,193100,8,76,90,270,34,1401,5330
53073,WHATCOM,195500,5,90,104,344,11,1426,4973
53073,WHATCOM,202100,3,97,74,275,25,1436,4708
53073,WHATCOM,87921,1,38,7,282,11,411,648
53073,WHATCOM,88276,0,30,12,115,10,417,828
53075,WHITMAN,35871,0,16,2,41,9,121,648
53075,WHITMAN,36488,0,10,2,41,13,198,742
53075,WHITMAN,35671,0,2,1,18,1,85,433
53075,WHITMAN,38228,0,23,4,34,5,224,857
53075,WHITMAN,38016,0,20,1,40,13,213,747
53075,WHITMAN,39234,0,19,4,26,10,160,724
53075,WHITMAN,38638,0,21,5,38,10,223,665
53075,WHITMAN,37565,0,32,7,28,19,212,741
53075,WHITMAN,38620,0,15,8,48,7,256,881
53075,WHITMAN,39630,0,25,4,28,11,257,798
53075,WHITMAN,41700,0,16,6,27,24,212,706
53075,WHITMAN,41405,3,20,4,32,8,167,568
53075,WHITMAN,40810,0,19,3,40,11,156,621
53075,WHITMAN,41335,0,22,6,22,9,176,568
53075,WHITMAN,42020,0,10,2,21,10,176,455
53075,WHITMAN,42965,0,14,3,36,7,133,508
53075,WHITMAN,43260,1,17,12,31,3,264,605
53075,WHITMAN,44500,0,10,3,36,9,154,562
53077,YAKIMA,196584,16,137,239,841,106,3481,10002
53077,YAKIMA,201500,13,129,216,850,133,4013,10403
53077,YAKIMA,207600,16,155,175,692,103,3536,9187
53077,YAKIMA,208700,15,127,168,496,117,3853,9343
53077,YAKIMA,210500,11,150,217,407,125,3896,9224
53077,YAKIMA,212300,11,121,141,343,123,3226,8229
53077,YAKIMA,214000,14,96,171,368,110,3052,8586
53077,YAKIMA,224500,10,109,163,320,116,3194,8250
53077,YAKIMA,225000,10,121,175,315,143,3487,8847
53077,YAKIMA,223955,10,137,194,372,170,3418,8947
53077,YAKIMA,225435,10,122,181,366,152,3109,9218
53077,YAKIMA,227235,22,129,218,390,158,3824,10179
53077,YAKIMA,231800,10,126,233,387,117,3518,9280
53077,YAKIMA,234200,15,136,212,535,154,3063,7629
53077,YAKIMA,235900,19,100,244,417,124,3057,7344
53077,YAKIMA,238400,22,120,230,457,93,3193,6160
53077,YAKIMA,239100,24,108,233,465,82,3354,6560
53077,YAKIMA,244700,16,107,236,449,80,3351,5801
